post_id,date,month,weekday,hour,topic,text,label,sentiment_score,followers,likes,retweets,comments,engagement_total
275,2025-04-22,4,1,11,Entertainment,movie is really boring,negative,-0.94,154,6,2,0,8
276,2025-03-30,3,6,11,Technology,Anyone else think Huawei is specs?,neutral,-0.0,2763,446,184,102,732
277,2025-01-08,1,2,14,Entertainment,Can we talk about Disney? release,neutral,0.16,1632,174,47,31,252
278,2025-01-15,1,2,14,Finance,Just experienced crypto - recession!,negative,-0.64,330,51,16,7,74
279,2025-05-11,5,6,7,Finance,Anyone else think economy is market?,neutral,-0.16,1260,13,5,0,18
280,2025-06-17,6,1,16,Entertainment,concert is really amazing,positive,0.69,507,66,15,10,91
281,2025-01-14,1,1,18,Entertainment,Can we talk about movie? incredible,positive,0.77,1376,85,35,25,145
282,2025-05-22,5,3,15,Technology,Can we talk about self-driving? buggy,negative,-0.77,4122,587,145,72,804
283,2025-02-20,2,3,10,Finance,Can we talk about investment? breakthrough,positive,1.0,26161,5818,1853,1448,9119
284,2025-06-27,6,4,18,Technology,Tesla is really buggy,negative,-0.55,92,24,11,1,36
285,2025-04-18,4,4,14,Finance,Just experienced funds - forecast!,neutral,0.29,78125,11928,1478,3569,16975
286,2025-04-28,4,0,10,Technology,"phone today, and it was features",neutral,0.24,22,6,0,0,6
287,2025-02-03,2,0,18,Social,"health today, and it was positive",positive,0.76,809,63,12,8,83
288,2025-02-21,2,4,9,Finance,Can we talk about crypto? portfolio,neutral,-0.16,3556,175,71,13,259
289,2025-02-23,2,6,8,Technology,My thoughts on Apple: overhyped,negative,-0.75,1923,271,77,71,419
290,2025-03-25,3,1,18,Technology,Anyone else think GPT is update?,neutral,-0.28,315,16,6,4,26
291,2025-04-26,4,5,9,Social,Can we talk about housing? discussion,neutral,0.27,723,123,39,9,171
292,2025-04-13,4,6,14,Finance,Just experienced stocks - rally!,positive,0.39,409,48,16,10,74
293,2025-01-24,1,4,7,Food,Just experienced BBQ - fresh!,positive,0.87,337,91,39,12,142
294,2025-04-08,4,1,11,Food,"coffee today, and it was fresh",positive,0.65,5998,1248,211,129,1588
295,2025-05-08,5,3,14,Entertainment,movie is really boring,negative,-0.55,2239,289,92,18,399
296,2025-05-20,5,1,17,Entertainment,Anyone else think Netflix is boring?,negative,-0.56,274,65,32,15,112
297,2025-03-11,3,1,14,Entertainment,Can we talk about Marvel? premiere,neutral,-0.11,6628,411,93,43,547
298,2025-02-10,2,0,7,Technology,"chip today, and it was update",neutral,0.3,2027,79,28,9,116
299,2025-02-14,2,4,17,Finance,"crypto today, and it was portfolio",neutral,0.26,5573,340,114,85,539
300,2025-05-25,5,6,21,Food,Anyone else think boba tea is hidden gem?,positive,0.69,3863,1101,478,278,1857
301,2025-02-26,2,2,12,Social,Just experienced education - improvement!,positive,0.46,208,3,0,0,3
302,2025-05-31,5,5,22,Finance,bitcoin is really profit,positive,0.32,357,76,11,5,92
303,2025-03-28,3,4,19,Food,Can we talk about street food? wait time,neutral,0.05,4888,476,73,42,591
304,2025-05-24,5,5,13,Finance,Anyone else think bitcoin is trading?,neutral,0.12,3717,784,369,193,1346
305,2025-01-01,1,2,7,Social,My thoughts on environment: report,neutral,-0.22,1051,299,143,44,486
306,2025-05-08,5,3,16,Technology,"AI today, and it was leading",positive,0.7,1386,70,27,7,104
307,2025-03-27,3,3,8,Technology,Just experienced GPT - features!,neutral,0.08,14119,1969,405,221,2595
308,2025-04-18,4,4,18,Entertainment,Anyone else think movie is release?,neutral,-0.07,335,97,44,16,157
309,2025-06-25,6,2,7,Entertainment,My thoughts on Netflix: incredible,positive,0.76,3275,246,69,61,376
310,2025-04-07,4,0,8,Entertainment,Just experienced movie - masterpiece!,positive,0.42,731,41,5,11,57
311,2025-06-17,6,1,9,Entertainment,My thoughts on Disney: release,neutral,-0.04,709,41,18,3,62
312,2025-05-19,5,0,7,Entertainment,My thoughts on Disney: premiere,neutral,0.13,9872,858,182,93,1133
313,2025-04-20,4,6,21,Entertainment,My thoughts on concert: terrible,negative,-0.75,5714,202,86,41,329
314,2025-05-02,5,4,21,Technology,blockchain is really innovative,positive,0.98,5580,1421,317,212,1950
315,2025-04-08,4,1,20,Food,Anyone else think dessert is fresh?,positive,0.43,14927,1748,486,202,2436
316,2025-06-20,6,4,19,Entertainment,"movie today, and it was trailer",neutral,0.15,1143,43,15,10,68
317,2025-04-18,4,4,13,Food,"hotpot today, and it was not fresh",negative,-0.43,4289,1243,465,353,2061
318,2025-05-13,5,1,9,Entertainment,Anyone else think movie is incredible?,positive,0.7,589,142,52,29,223
319,2025-04-19,4,5,10,Food,BBQ is really bad service,negative,-0.91,2097,68,25,6,99
320,2025-04-12,4,5,6,Finance,Anyone else think stocks is profit?,positive,0.57,845,143,63,25,231
321,2025-02-07,2,4,9,Finance,"crypto today, and it was crash",negative,-0.71,1331,232,77,67,376
322,2025-03-09,3,6,7,Food,Just experienced boba tea - disappointing!,negative,-0.39,3605,436,128,88,652
323,2025-03-26,3,2,14,Technology,"robot today, and it was poor quality",negative,-0.97,213,44,5,7,56
324,2025-06-28,6,5,15,Food,Can we talk about boba tea? amazing,positive,0.89,72025,15024,7346,1607,23977
325,2025-01-23,1,3,21,Food,Can we talk about boba tea? not fresh,negative,-0.58,146,9,1,2,12
326,2025-05-10,5,5,6,Finance,Just experienced investment - trading!,neutral,-0.26,96,12,4,2,18
327,2025-01-13,1,0,20,Technology,Huawei is really specs,neutral,-0.28,11116,3070,1172,363,4605
328,2025-06-02,6,0,23,Social,Just experienced health - unfair!,negative,-0.74,5341,744,360,125,1229
329,2025-04-09,4,2,12,Entertainment,Can we talk about Disney? amazing,positive,0.5,3820,93,41,22,156
330,2025-05-12,5,0,6,Food,Anyone else think BBQ is disappointing?,negative,-0.54,3853,60,24,14,98
331,2025-06-05,6,3,14,Entertainment,Marvel is really amazing,positive,0.46,1070,260,57,75,392
332,2025-03-19,3,2,9,Entertainment,Can we talk about anime? masterpiece,positive,0.45,182,37,15,5,57
333,2025-03-14,3,4,14,Technology,Can we talk about Tesla? features,neutral,0.06,1276,123,17,8,148
334,2025-03-03,3,0,18,Social,Can we talk about environment? analysis,neutral,-0.21,283,76,32,19,127
335,2025-03-08,3,5,12,Social,Anyone else think health is data?,neutral,0.3,7709,2104,550,492,3146
336,2025-06-21,6,5,23,Entertainment,Anyone else think Marvel is box office?,neutral,0.24,817,93,20,8,121
337,2025-05-24,5,5,16,Technology,GPT is really innovative,positive,0.81,210,48,8,10,66
338,2025-03-26,3,2,9,Social,environment is really positive,positive,0.85,576,67,22,11,100
339,2025-02-19,2,2,15,Entertainment,"Marvel today, and it was premiere",neutral,-0.26,2504,388,173,56,617
340,2025-05-26,5,0,11,Entertainment,concert is really trailer,neutral,-0.09,355,95,46,8,149
341,2025-01-02,1,3,11,Finance,Anyone else think funds is bearish?,negative,-0.56,211,29,5,7,41
342,2025-04-20,4,6,7,Entertainment,Just experienced concert - premiere!,neutral,-0.04,1785,226,109,32,367
343,2025-06-23,6,0,17,Social,Just experienced transport - survey!,neutral,-0.19,1789,20,7,2,29
344,2025-01-12,1,6,22,Entertainment,"Marvel today, and it was masterpiece",positive,0.42,397,38,8,8,54
345,2025-02-18,2,1,6,Entertainment,game is really box office,neutral,-0.08,427,24,11,6,41
346,2025-05-10,5,5,7,Technology,AI is really features,neutral,-0.29,1744,102,25,21,148
347,2025-01-13,1,0,9,Entertainment,"Marvel today, and it was terrible",negative,-0.58,60,12,4,0,16
348,2025-02-22,2,5,9,Entertainment,"game today, and it was must-watch",positive,0.79,65,13,4,1,18
349,2025-01-27,1,0,9,Social,"housing today, and it was positive",positive,0.88,260,41,14,4,59
350,2025-04-15,4,1,12,Entertainment,Can we talk about Netflix? boring,negative,-0.75,715,68,7,11,86
351,2025-01-29,1,2,8,Social,health is really stressful,negative,-0.53,2042,515,189,44,748
352,2025-04-27,4,6,9,Finance,Anyone else think stocks is bullish?,positive,0.75,20967,6221,1358,1033,8612
353,2025-01-30,1,3,10,Finance,Can we talk about bitcoin? portfolio,neutral,-0.04,6095,228,91,14,333
354,2025-01-24,1,4,18,Social,Can we talk about work-life? hopeful,positive,0.49,796,93,22,7,122
355,2025-06-16,6,0,7,Food,My thoughts on street food: fresh,positive,0.86,1055,281,46,23,350
356,2025-05-26,5,0,17,Food,Just experienced coffee - review!,neutral,-0.01,147,30,5,4,39
357,2025-01-29,1,2,16,Social,Anyone else think housing is data?,neutral,0.25,1056,282,77,18,377
358,2025-05-25,5,6,22,Technology,"self-driving today, and it was features",neutral,0.05,615,46,22,12,80
359,2025-06-19,6,3,23,Social,Just experienced inflation - analysis!,neutral,-0.01,2091,431,109,111,651
360,2025-05-01,5,3,21,Food,Just experienced street food - bad service!,negative,-0.65,209,53,23,3,79
361,2025-06-14,6,5,20,Entertainment,Can we talk about movie? incredible,positive,0.46,3098,371,158,25,554
362,2025-05-08,5,3,7,Finance,My thoughts on crypto: bearish,negative,-0.92,23516,5317,569,802,6688
363,2025-06-17,6,1,7,Social,Just experienced environment - hopeful!,positive,0.69,882,180,86,25,291
364,2025-06-18,6,2,13,Finance,Can we talk about investment? forecast,neutral,0.06,2448,282,79,20,381
365,2025-04-06,4,6,10,Technology,Anyone else think self-driving is innovative?,positive,0.68,4360,931,110,84,1125
366,2025-02-18,2,1,12,Finance,My thoughts on stocks: portfolio,neutral,0.07,491,22,9,2,33
367,2025-04-26,4,5,21,Finance,My thoughts on stocks: wealth,positive,0.39,1716,244,81,42,367
368,2025-05-11,5,6,11,Technology,"phone today, and it was update",neutral,-0.01,1124,265,122,59,446
369,2025-03-24,3,0,13,Finance,My thoughts on economy: wealth,positive,0.72,1333,208,52,61,321
370,2025-06-04,6,2,23,Entertainment,Can we talk about anime? trailer,neutral,-0.22,233,49,19,6,74
371,2025-06-09,6,0,10,Food,"street food today, and it was price",neutral,-0.18,1151,249,93,69,411
372,2025-03-24,3,0,19,Food,dessert is really review,neutral,0.12,2969,641,259,122,1022
373,2025-05-14,5,2,7,Social,"environment today, and it was data",neutral,0.18,19976,816,205,51,1072
374,2025-01-16,1,3,7,Technology,5G is really features,neutral,-0.15,7469,1570,342,374,2286
375,2025-05-24,5,5,15,Entertainment,"Netflix today, and it was boring",negative,-0.48,81337,9986,3039,2488,15513
376,2025-06-25,6,2,14,Social,My thoughts on inflation: positive,positive,0.97,236,23,7,1,31
377,2025-06-15,6,6,12,Technology,My thoughts on AI: features,neutral,0.12,6276,732,245,171,1148
378,2025-01-20,1,0,18,Finance,Can we talk about crypto? trading,neutral,0.29,1582,101,17,18,136
379,2025-03-07,3,4,7,Technology,Can we talk about Xiaomi? great,positive,0.71,87518,1018,291,289,1598
380,2025-06-19,6,3,8,Technology,Just experienced self-driving - leading!,positive,0.73,217,21,8,3,32
381,2025-05-10,5,5,17,Finance,funds is really wealth,positive,0.35,204,11,3,1,15
382,2025-06-08,6,6,6,Technology,Can we talk about chip? innovative,positive,0.51,330,54,26,13,93
383,2025-03-04,3,1,9,Technology,blockchain is really exciting,positive,0.94,15,4,1,0,5
384,2025-05-11,5,6,12,Entertainment,Can we talk about movie? waste of time,negative,-0.64,383,53,6,14,73
385,2025-06-10,6,1,19,Entertainment,Just experienced concert - incredible!,positive,0.67,240,6,2,1,9
386,2025-01-19,1,6,16,Finance,Anyone else think economy is breakthrough?,positive,0.75,1481,335,54,55,444
387,2025-05-28,5,2,20,Technology,self-driving is really innovative,positive,0.69,2172,539,250,81,870
388,2025-06-14,6,5,7,Social,Just experienced inflation - stressful!,negative,-0.63,46739,10230,1281,2419,13930
389,2025-03-19,3,2,18,Finance,"stocks today, and it was bullish",positive,0.85,7338,1364,289,384,2037
390,2025-04-11,4,4,10,Entertainment,My thoughts on concert: premiere,neutral,-0.17,345,83,36,10,129
391,2025-01-03,1,4,6,Entertainment,Anyone else think Disney is rating?,neutral,0.27,181,30,9,2,41
392,2025-03-30,3,6,10,Social,"education today, and it was support",positive,0.45,2933,209,96,54,359
393,2025-05-26,5,0,23,Technology,Can we talk about AI? amazing,positive,0.43,78,20,8,5,33
394,2025-02-20,2,3,10,Entertainment,Can we talk about Disney? terrible,negative,-0.82,42741,9421,2778,1250,13449
395,2025-04-26,4,5,10,Social,Can we talk about education? progress,positive,0.52,11601,1220,443,272,1935
396,2025-03-05,3,2,14,Social,Can we talk about inflation? progress,positive,0.3,429,102,39,21,162
397,2025-04-02,4,2,8,Finance,Anyone else think bitcoin is breakthrough?,positive,0.62,35,8,2,0,10
398,2025-06-10,6,1,22,Finance,investment is really trading,neutral,-0.14,16444,529,68,28,625
399,2025-01-10,1,4,21,Social,"inflation today, and it was survey",neutral,-0.17,872,148,46,44,238
400,2025-03-16,3,6,17,Social,My thoughts on pension: hopeful,positive,0.81,13038,636,191,46,873
401,2025-02-10,2,0,10,Social,"housing today, and it was survey",neutral,-0.22,45,2,0,0,2
402,2025-03-01,3,5,12,Finance,Can we talk about stocks? loss,negative,-0.47,330,9,2,0,11
403,2025-01-11,1,5,22,Social,My thoughts on work-life: data,neutral,0.23,1108,326,74,73,473
404,2025-02-14,2,4,8,Social,Anyone else think environment is hopeful?,positive,0.68,1204,143,35,28,206
405,2025-03-30,3,6,22,Social,inflation is really support,positive,0.87,445,67,19,13,99
406,2025-02-17,2,0,13,Food,hotpot is really disappointing,negative,-0.85,3811,212,72,53,337
407,2025-06-01,6,6,7,Entertainment,Just experienced anime - must-watch!,positive,0.64,129,7,3,0,10
408,2025-05-27,5,1,22,Technology,blockchain is really overhyped,negative,-0.97,824,43,7,12,62
409,2025-06-19,6,3,21,Food,"street food today, and it was overpriced",negative,-0.39,1394,345,165,35,545
410,2025-02-16,2,6,16,Food,My thoughts on dessert: must-try,positive,0.86,3068,585,178,53,816
411,2025-01-28,1,1,19,Food,Just experienced BBQ - not fresh!,negative,-0.73,4551,67,20,18,105
412,2025-05-17,5,5,10,Finance,crypto is really volatile,negative,-0.58,115,17,2,2,21
413,2025-04-05,4,5,21,Food,Just experienced street food - not fresh!,negative,-0.63,50,13,4,2,19
414,2025-02-04,2,1,8,Finance,"economy today, and it was wealth",positive,0.37,14120,1183,480,328,1991
415,2025-01-02,1,3,12,Entertainment,My thoughts on game: trailer,neutral,-0.3,2131,378,55,19,452
416,2025-05-30,5,4,17,Social,Can we talk about education? progress,positive,0.6,245,20,8,3,31
417,2025-05-23,5,4,14,Social,My thoughts on pension: data,neutral,0.03,24399,3657,907,690,5254
418,2025-06-18,6,2,11,Food,Anyone else think coffee is bad service?,negative,-0.4,1382,61,11,14,86
419,2025-06-25,6,2,6,Technology,Can we talk about self-driving? overhyped,negative,-0.57,11598,2493,409,725,3627
420,2025-03-09,3,6,18,Finance,My thoughts on investment: analysis,neutral,-0.25,1255,93,12,5,110
421,2025-06-02,6,0,21,Food,Anyone else think dessert is disappointing?,negative,-0.5,67608,1802,737,169,2708
422,2025-01-09,1,3,11,Entertainment,Anyone else think Netflix is incredible?,positive,0.5,36705,8711,2650,1956,13317
423,2025-03-12,3,2,12,Social,Anyone else think health is progress?,positive,0.36,666,157,37,23,217
424,2025-05-24,5,5,14,Social,Just experienced education - survey!,neutral,-0.13,7655,2107,504,612,3223
425,2025-02-14,2,4,15,Technology,My thoughts on phone: update,neutral,-0.3,3986,510,72,34,616
426,2025-05-28,5,2,21,Entertainment,"game today, and it was incredible",positive,0.87,16937,1397,387,201,1985
427,2025-01-08,1,2,13,Finance,My thoughts on economy: analysis,neutral,0.24,159,23,4,3,30
428,2025-01-03,1,4,18,Social,Can we talk about inflation? support,positive,0.66,4324,922,189,112,1223
429,2025-02-25,2,1,12,Social,Just experienced housing - data!,neutral,-0.11,9107,2452,509,703,3664
430,2025-02-21,2,4,9,Entertainment,Anyone else think concert is masterpiece?,positive,0.44,32,8,3,1,12
431,2025-05-19,5,0,16,Technology,Anyone else think internet is exciting?,positive,0.3,102,29,12,4,45
432,2025-05-11,5,6,7,Entertainment,"Netflix today, and it was rating",neutral,-0.01,18,1,0,0,1
433,2025-06-25,6,2,22,Social,"health today, and it was anxious",negative,-0.76,639,150,42,12,204
434,2025-01-26,1,6,23,Entertainment,Just experienced Disney - trailer!,neutral,-0.07,4605,480,165,55,700
435,2025-04-19,4,5,18,Entertainment,"game today, and it was masterpiece",positive,0.43,22130,1572,597,224,2393
436,2025-03-11,3,1,12,Entertainment,Marvel is really classic,positive,0.87,1271,309,99,81,489
437,2025-05-08,5,3,23,Technology,internet is really review,neutral,-0.19,28487,1395,637,289,2321
438,2025-01-13,1,0,14,Finance,Can we talk about bitcoin? forecast,neutral,0.22,69,8,3,0,11
439,2025-04-03,4,3,6,Entertainment,My thoughts on Disney: waste of time,negative,-0.82,36,6,2,0,8
440,2025-06-16,6,0,17,Entertainment,Anyone else think Marvel is classic?,positive,0.7,981,194,32,47,273
441,2025-03-15,3,5,16,Entertainment,Anyone else think anime is terrible?,negative,-0.73,2364,341,164,91,596
442,2025-03-29,3,5,14,Entertainment,My thoughts on Netflix: terrible,negative,-0.94,1027,78,17,9,104
443,2025-04-26,4,5,13,Social,My thoughts on transport: hopeful,positive,0.66,17,2,0,0,2
444,2025-01-27,1,0,7,Social,Anyone else think education is analysis?,neutral,-0.2,917,34,16,5,55
445,2025-01-22,1,2,13,Technology,Just experienced Apple - innovative!,positive,0.73,80,15,6,1,22
446,2025-01-08,1,2,21,Finance,funds is really volatile,negative,-0.41,4185,84,20,23,127
447,2025-06-28,6,5,19,Entertainment,Can we talk about Marvel? box office,neutral,-0.22,2282,379,127,62,568
448,2025-01-23,1,3,15,Social,Can we talk about transport? difficult,negative,-0.62,167,23,5,2,30
449,2025-01-03,1,4,15,Technology,chip is really buggy,negative,-0.67,392,82,24,19,125
450,2025-05-21,5,2,18,Technology,Can we talk about robot? overpriced,negative,-0.44,131,15,3,2,20
451,2025-01-21,1,1,14,Technology,Anyone else think phone is price?,neutral,-0.17,967,128,25,30,183
452,2025-02-16,2,6,20,Entertainment,Can we talk about anime? trailer,neutral,0.21,7407,367,52,60,479
453,2025-05-17,5,5,10,Entertainment,game is really terrible,negative,-0.89,152,2,0,0,2
454,2025-02-25,2,1,17,Finance,stocks is really trading,neutral,-0.29,3005,328,73,81,482
455,2025-04-11,4,4,14,Entertainment,Can we talk about movie? trailer,neutral,-0.27,379,11,3,1,15
456,2025-04-24,4,3,9,Finance,Just experienced economy - trading!,neutral,-0.07,224,18,8,1,27
457,2025-02-10,2,0,22,Social,My thoughts on inflation: report,neutral,0.26,885,170,19,48,237
458,2025-06-20,6,4,16,Technology,Can we talk about AI? buggy,negative,-0.38,138,10,1,2,13
459,2025-01-03,1,4,10,Technology,"Apple today, and it was price",neutral,0.17,362,105,34,23,162
460,2025-03-28,3,4,7,Entertainment,anime is really amazing,positive,0.78,99,27,13,5,45
461,2025-03-01,3,5,17,Entertainment,"Netflix today, and it was amazing",positive,0.39,55795,5682,1837,1199,8718
